Chemical_Formula,CIF_Base_Name,Total_Energy_eV,Energy_per_Atom_eV,Final_Pressure_GPa,Enthalpy_per_Atom_eV,Corrected_Enthalpy_per_Atom_eV,Relaxed_CIF_Path,SG_ori
Th2H20,xtal_196,-61.54248809814453,-2.797385822642933,149.8984375,0.16477893537912405,0.1667859266677198,db://14/xtal_196.cif,14
Th2H20,xtal_198,-58.16780471801758,-2.6439911235462534,149.76021830240884,0.36449345808456324,0.3693103550438317,db://14/xtal_198.cif,14
Th2H20,xtal_200,-60.501548767089844,-2.750070398504084,150.33802795410156,0.23585743485228117,0.22914371716993592,db://14/xtal_200.cif,14
Th2H20,xtal_41,-60.21653366088867,-2.7371151664040307,149.82337443033853,0.26843522085220817,0.2719784400015152,db://14/xtal_41.cif,14
Th2H20,xtal_46,-60.30549240112305,-2.7411587455055932,150.1112263997396,0.29428070849606186,0.29203156957292065,db://14/xtal_46.cif,14
Th2H20,xtal_5,-57.315513610839844,-2.6052506186745386,149.94572957356772,0.3466830715989925,0.34775147615193686,db://14/xtal_5.cif,14
Th2H20,xtal_52,-59.621036529541016,-2.710047114979137,149.93016052246094,0.25176730434583694,0.25314695718481545,db://14/xtal_52.cif,14
Th2H20,xtal_6,-57.164649963378906,-2.5983931801535864,149.98357645670572,0.46314095005101696,0.4634761950126468,db://14/xtal_6.cif,14
Th2H20,xtal_118,-59.17391586303711,-2.6897234483198686,149.77214558919272,0.25197482960141376,0.2564501539366012,db://16/xtal_118.cif,16
Th2H20,xtal_131,-57.06610107421875,-2.5939136851917612,150.04701232910156,0.37244923068834945,0.37151981778321175,db://16/xtal_131.cif,16
Th2H20,xtal_8,-59.94434356689453,-2.724742889404297,150.25570170084634,0.22798361011063342,0.22295872799625446,db://16/xtal_8.cif,16
Th2H20,xtal_128,-60.38313293457031,-2.744687860662287,150.49103800455728,0.25596236433443403,0.2461715268307939,db://17/xtal_128.cif,17
Th2H20,xtal_137,-60.13569259643555,-2.733440572565252,149.8302256266276,0.23971875938302584,0.24308768084334387,db://17/xtal_137.cif,17
Th2H20,xtal_148,-60.38640213012695,-2.744836460460316,149.49411010742188,0.2516913591261989,0.2618316458282549,db://17/xtal_148.cif,17
Th2H20,xtal_164,-58.121028900146484,-2.641864950006658,149.70016479492188,0.40028556359551976,0.40637870199903453,db://17/xtal_164.cif,17
Th2H20,xtal_167,-59.9129753112793,-2.7233170596036045,149.41472371419272,0.2316217904881406,0.24319665802447202,db://17/xtal_167.cif,17
Th2H20,xtal_172,-58.909542083740234,-2.6777064583518286,149.77352396647134,0.269841766425003,0.27429882273844947,db://17/xtal_172.cif,17
Th2H20,xtal_178,-59.99493408203125,-2.727042458274148,150.4599609375,0.2882642094485051,0.2790463200306564,db://17/xtal_178.cif,17
Th2H20,xtal_184,-61.25664138793945,-2.7843927903608843,150.23009236653647,0.24629546598232757,0.24165366471500957,db://17/xtal_184.cif,17
Th2H20,xtal_19,-61.341304779052734,-2.7882411263205786,149.6346638997396,0.15746632663369942,0.16465833178359843,db://17/xtal_19.cif,17
Th2H20,xtal_21,-56.69071578979492,-2.576850717717951,150.2978769938151,0.3675482743202739,0.3617127379981166,db://17/xtal_21.cif,17
Th2H20,xtal_93,-59.3211669921875,-2.6964166814630683,149.92526245117188,0.3091021643154541,0.3106004115609,db://17/xtal_93.cif,17
Th2H20,xtal_105,-60.16024398803711,-2.734556544910778,149.98762003580728,0.2415228330786851,0.24176847839344776,db://18/xtal_105.cif,18
Th2H20,xtal_155,-59.2022819519043,-2.69101281599565,150.28710428873697,0.2648515537745624,0.25920475299613105,db://18/xtal_155.cif,18
Th2H20,xtal_166,-60.51637268066406,-2.7507442127574575,150.15612284342447,0.2698201928313873,0.2666796009273261,db://18/xtal_166.cif,18
Th2H20,xtal_179,-60.285804748535156,-2.7402638522061435,150.48058573404947,0.3350184619750704,0.3251970168952237,db://18/xtal_179.cif,18
Th2H20,xtal_182,-61.557247161865234,-2.7980566891756924,149.74553934733072,0.16180762780471916,0.1668372868462776,db://18/xtal_182.cif,18
Th2H20,xtal_50,-61.52471160888672,-2.796577800403942,149.96505228678384,0.16628898650579124,0.16697945016507487,db://18/xtal_50.cif,18
Th2H20,xtal_55,-61.516658782958984,-2.796211762861772,150.21065775553384,0.17094822761435904,0.166787036436295,db://18/xtal_55.cif,18
Th2H20,xtal_97,-61.58233642578125,-2.799197110262784,149.4178924560547,0.15530727382679804,0.16681753717162381,db://18/xtal_97.cif,18
Th2H20,xtal_120,-59.11174774169922,-2.686897624622692,149.74541727701822,0.36948048221464025,0.3746766416367421,db://21/xtal_120.cif,21
Th2H20,xtal_123,-57.50836944580078,-2.614016792990945,149.7698771158854,0.43904578165442715,0.44373684222407755,db://21/xtal_123.cif,21
Th2H20,xtal_129,-57.80028533935547,-2.62728569724343,150.4378865559896,0.4762637340817735,0.4672300883497148,db://21/xtal_129.cif,21
Th2H20,xtal_136,-54.369380950927734,-2.4713354977694424,153.12308247884116,0.6588917368459216,0.5950479474383416,db://21/xtal_136.cif,21
Th2H20,xtal_171,-59.03893280029297,-2.6835878545587715,149.97876993815103,0.32016895869511847,0.320594151827126,db://21/xtal_171.cif,21
Th2H20,xtal_183,-58.810569763183594,-2.673207716508345,149.65868123372397,0.3130663686896714,0.3198770085945498,db://21/xtal_183.cif,21
Th2H20,xtal_185,-59.978660583496094,-2.726302753795277,150.5376739501953,0.36174597313417745,0.3507164194428331,db://21/xtal_185.cif,21
Th2H20,xtal_196,-59.075965881347656,-2.6852711764248935,149.94857279459634,0.373568034122432,0.3746171108121652,db://21/xtal_196.cif,21
Th2H20,xtal_24,-58.95040512084961,-2.679563869129528,149.70824178059897,0.27050560599075557,0.276254835338007,db://21/xtal_24.cif,21
Th2H20,xtal_65,-60.37112808227539,-2.744142185557972,149.55611673990884,0.22229766342599852,0.23110207089347287,db://21/xtal_65.cif,21
Th2H20,xtal_78,-58.7903938293457,-2.672290628606623,149.71830240885416,0.5066180453128643,0.5125992172972373,db://21/xtal_78.cif,21
Th2H20,xtal_84,-61.53912353515625,-2.797232887961648,149.95367940266928,0.16584849395209292,0.1667637879288497,db://21/xtal_84.cif,21
Th2H20,xtal_93,-59.9487419128418,-2.7249428142200816,149.92993672688803,0.24590005156113584,0.24728834651824727,db://21/xtal_93.cif,21
Th2H20,xtal_96,-61.54875183105469,-2.797670537775213,149.77274068196616,0.1623715325361643,0.1668629849806307,db://21/xtal_96.cif,21
Th2H20,xtal_109,-61.53987503051758,-2.797267046841708,149.88656107584634,0.16465191574882387,0.16689359037351925,db://23/xtal_109.cif,23
Th2H20,xtal_141,-61.3934326171875,-2.790610573508523,150.75253295898438,0.1825923525407589,0.1677505906699344,db://23/xtal_141.cif,23
