CIF_Base_Name,Total_Energy_eV,Energy_per_Atom_eV,Final_Pressure_GPa,Enthalpy_per_Atom_eV,Corrected_Enthalpy_per_Atom_eV,Relaxed_CIF_Path
xtal_40,-58.300167083740234,-2.6500075947154653,150.13661193847656,0.4519735298462822,0.44915098277350196,db://186/xtal_40.cif
xtal_41,-61.52861785888672,-2.7967553572221235,150.14061991373697,0.27784322425128816,0.274963591893629,db://186/xtal_41.cif
xtal_42,-56.420684814453125,-2.564576582475142,150.11327107747397,0.5573582946890997,0.5550025740735823,db://186/xtal_42.cif
xtal_46,-60.11478805541992,-2.732490366155451,150.31327311197916,0.2909113908673872,0.28461021428080463,db://186/xtal_46.cif
xtal_47,-58.73563003540039,-2.669801365245472,150.9616902669271,0.3796621287973029,0.36023574746582077,db://186/xtal_47.cif
xtal_53,-59.938926696777344,-2.724496668035334,150.40509541829428,0.2266326524429277,0.21868419189912192,db://186/xtal_53.cif
xtal_58,-59.860836029052734,-2.72094709222967,148.52980041503906,0.2389745018060778,0.26827283444308614,db://186/xtal_58.cif
xtal_6,-60.58009719848633,-2.7536407817493784,149.84025065104166,0.20240277657811265,0.20555430650337334,db://186/xtal_6.cif
xtal_66,-57.595237731933594,-2.617965351451527,149.5163828531901,0.4510336624381585,0.4609604712489167,db://186/xtal_66.cif
xtal_67,-59.36985778808594,-2.6986298994584517,150.21573384602866,0.4138414207116438,0.40937141353355133,db://186/xtal_67.cif
xtal_70,-61.24677276611328,-2.7839442166415127,150.68140157063803,0.1781074301610966,0.16471263409865036,db://186/xtal_70.cif
xtal_72,-61.53635025024414,-2.7971068295565518,149.78262329101562,0.16274397450071507,0.167039550400869,db://186/xtal_72.cif
xtal_79,-61.32764434814453,-2.787620197642933,150.3186289469401,0.29579674398051736,0.28926085484974623,db://186/xtal_79.cif
xtal_82,-60.121421813964844,-2.7327919006347656,150.44996643066406,0.2934471148703692,0.2843962257246363,db://186/xtal_82.cif
xtal_10,-60.007545471191406,-2.727615703235973,150.1233927408854,0.28274692678832414,0.28027258292228296,db://187/xtal_10.cif
xtal_102,-61.21138381958008,-2.782335628162731,150.06597900390625,0.28344953093948855,0.28210160749720814,db://187/xtal_102.cif
