filename,filepath,tsne_dim1,tsne_dim2
xtal_1.cif,./Al13Sc3N16/5/xtal_1.cif,30.389673,-71.72719
xtal_10.cif,./Al13Sc3N16/__initial__/5/xtal_10.cif,73.41146,-76.361725
xtal_100.cif,./Al13Sc3N16/5/xtal_100.cif,46.68858,-55.028084
xtal_11.cif,./Al13Sc3N16/5/xtal_11.cif,12.421005,-54.494133
xtal_12.cif,./Al13Sc3N16/5/xtal_12.cif,-99.24246,-13.90617
xtal_13.cif,./Al13Sc3N16/5/xtal_13.cif,-60.393353,-58.40621
xtal_14.cif,./Al13Sc3N16/__initial__/5/xtal_14.cif,26.627657,-84.71371
xtal_15.cif,./Al13Sc3N16/__initial__/5/xtal_15.cif,90.28294,11.170946
xtal_16.cif,./Al13Sc3N16/__initial__/5/xtal_16.cif,-73.274994,-56.45767
xtal_17.cif,./Al13Sc3N16/__initial__/5/xtal_17.cif,-38.678482,72.986946
xtal_18.cif,./Al13Sc3N16/__initial__/5/xtal_18.cif,62.51269,31.075638
