filename,filepath,tsne_dim1,tsne_dim2
xtal_65.cif,./Al13Sc3N16/4/xtal_65.cif,62.84524,-5.4470544
xtal_67.cif,./Al13Sc3N16/4/xtal_67.cif,3.4741392,-44.88651
xtal_74.cif,./Al13Sc3N16/4/xtal_74.cif,-6.667434,-60.810356
xtal_75.cif,./Al13Sc3N16/4/xtal_75.cif,38.006123,-4.759678
xtal_76.cif,./Al13Sc3N16/4/xtal_76.cif,49.917374,-10.420032
xtal_77.cif,./Al13Sc3N16/4/xtal_77.cif,56.033173,15.462875
xtal_81.cif,./Al13Sc3N16/4/xtal_81.cif,69.8654,-39.972946
xtal_82.cif,./Al13Sc3N16/4/xtal_82.cif,27.139643,-24.618984
xtal_88.cif,./Al13Sc3N16/4/xtal_88.cif,61.83632,22.54852
xtal_89.cif,./Al13Sc3N16/4/xtal_89.cif,73.48184,32.057182
xtal_91.cif,./Al13Sc3N16/4/xtal_91.cif,81.46435,46.1596
xtal_93.cif,./Al13Sc3N16/4/xtal_93.cif,34.864414,-14.1033325
xtal_94.cif,./Al13Sc3N16/4/xtal_94.cif,81.33587,40.011147
xtal_95.cif,./Al13Sc3N16/4/xtal_95.cif,56.76285,20.629705
xtal_96.cif,./Al13Sc3N16/4/xtal_96.cif,-77.93559,-71.18104
xtal_97.cif,./Al13Sc3N16/4/xtal_97.cif,30.912611,-20.958155
xtal_99.cif,./Al13Sc3N16/4/xtal_99.cif,-40.505264,-77.23934
xtal_10.cif,./Al13Sc3N16/5/xtal_10.cif,64.95728,-12.177335
xtal_14.cif,./Al13Sc3N16/5/xtal_14.cif,-106.8855,-15.279797
xtal_15.cif,./Al13Sc3N16/5/xtal_15.cif,13.886146,22.537886
xtal_16.cif,./Al13Sc3N16/5/xtal_16.cif,-104.99652,-21.883327
xtal_17.cif,./Al13Sc3N16/5/xtal_17.cif,26.709253,-19.45601
xtal_18.cif,./Al13Sc3N16/5/xtal_18.cif,50.415432,-69.67034
xtal_19.cif,./Al13Sc3N16/5/xtal_19.cif,76.73633,21.334309
